OG,category
COG1917,Function unknown
COG5579,Function unknown
COG1915,Function unknown
COG1914,Inorganic ion transport and metabolism
COG1913,General functional prediction only
COG1912,Function unknown
COG1911,Translation
COG1910,Inorganic ion transport and metabolism
COG5108,Transcription
COG0469,Carbohydrate metabolism and transport
COG4672,Function unknown
COG3343,Transcription
COG3341,General functional prediction only
COG4745,"Post-translational modification, protein turnover, chaperone functions"
COG4744,Function unknown
COG4747,General functional prediction only
COG5374,Function unknown
COG4741,Nucleotide metabolism and transport
COG4740,General functional prediction only
COG4743,Function unknown
COG4742,Transcription
COG5373,Function unknown
COG4749,Function unknown
COG4748,Function unknown
COG4812,Amino acid metabolism and transport
COG4987,Energy production and conversion
COG4986,Inorganic ion transport and metabolism
COG4985,Inorganic ion transport and metabolism
COG4984,Function unknown
COG4983,Function unknown
COG4982,Lipid metabolism
COG4981,Lipid metabolism
COG4980,General functional prediction only
COG4989,General functional prediction only
COG4988,Energy production and conversion
COG1829,General functional prediction only
COG1828,Nucleotide metabolism and transport
COG0528,Nucleotide metabolism and transport
COG4768,General functional prediction only
COG1823,General functional prediction only
COG1822,Function unknown
COG1821,General functional prediction only
COG1820,Carbohydrate metabolism and transport
COG1827,General functional prediction only
COG1826,Intracellular trafficing and secretion
COG1825,Translation
COG1824,Inorganic ion transport and metabolism
COG4674,General functional prediction only
COG0718,Function unknown
COG0719,"Post-translational modification, protein turnover, chaperone functions"
COG0248,Nucleotide metabolism and transport
COG3508,Secondary structure
COG0712,Energy production and conversion
COG0245,Lipid metabolism
COG0246,Carbohydrate metabolism and transport
COG0711,Energy production and conversion
COG0716,Energy production and conversion
COG0717,Nucleotide metabolism and transport
COG0242,Translation
COG0715,Inorganic ion transport and metabolism
COG3753,Function unknown
COG0293,Translation
COG4408,Function unknown
COG4409,Carbohydrate metabolism and transport
COG3757,Cell wall/membrane/envelope biogenesis
COG3756,Function unknown
COG3755,Function unknown
COG3754,Cell wall/membrane/envelope biogenesis
COG4402,Function unknown
COG4403,Defense mechanisms
COG3759,Function unknown
COG4401,Amino acid metabolism and transport
COG2332,"Post-translational modification, protein turnover, chaperone functions"
COG0743,Lipid metabolism
COG4405,Function unknown
COG3195,Function unknown
COG3194,Nucleotide metabolism and transport
COG3197,Inorganic ion transport and metabolism
COG3196,Function unknown
COG3191,Amino acid metabolism and transport
COG3190,Cell motility
COG3193,General functional prediction only
COG3192,Amino acid metabolism and transport
COG0297,Carbohydrate metabolism and transport
COG1239,Coenzyme metabolism
COG3199,Function unknown
COG3198,Function unknown
COG0296,Carbohydrate metabolism and transport
COG0747,Amino acid metabolism and transport
COG0294,Coenzyme metabolism
COG0261,Translation
COG0406,Carbohydrate metabolism and transport
COG5167,Intracellular trafficing and secretion
COG5164,Transcription
COG0405,Amino acid metabolism and transport
COG5162,Transcription
COG5163,Translation
COG0400,General functional prediction only
COG0401,Function unknown
COG4009,Function unknown
COG2058,Translation
COG0408,Coenzyme metabolism
COG0409,"Post-translational modification, protein turnover, chaperone functions"
COG4576,Secondary structure
COG4577,Secondary structure
COG4574,General functional prediction only
COG4575,Function unknown
COG4572,General functional prediction only
COG4573,Carbohydrate metabolism and transport
COG4570,Replication and repair
COG4571,Cell wall/membrane/envelope biogenesis
COG5011,Function unknown
COG4578,Transcription
COG4579,Signal transduction
COG1720,Function unknown
COG1944,Function unknown
COG2759,Nucleotide metabolism and transport
COG0088,Translation
COG0089,Translation
COG5655,Replication and repair
COG4887,General functional prediction only
COG0082,Amino acid metabolism and transport
COG0083,Amino acid metabolism and transport
COG0080,Translation
COG0081,Translation
COG0086,Transcription
COG2755,Amino acid metabolism and transport
COG0084,Replication and repair
COG0085,Transcription
COG0662,Carbohydrate metabolism and transport
COG0663,General functional prediction only
COG0661,General functional prediction only
COG0666,General functional prediction only
COG5295,Intracellular trafficing and secretion
COG5296,Transcription
COG5297,Carbohydrate metabolism and transport
COG5298,Function unknown
COG0668,Cell wall/membrane/envelope biogenesis
COG0669,Coenzyme metabolism
COG1049,Energy production and conversion
COG0065,Amino acid metabolism and transport
COG0066,Amino acid metabolism and transport
COG0067,Amino acid metabolism and transport
COG0060,Translation
COG0061,Carbohydrate metabolism and transport
COG0062,Function unknown
COG0063,Carbohydrate metabolism and transport
COG1041,Replication and repair
COG1040,General functional prediction only
COG1043,Cell wall/membrane/envelope biogenesis
COG1590,Function unknown
COG0068,"Post-translational modification, protein turnover, chaperone functions"
COG1044,Cell wall/membrane/envelope biogenesis
COG1595,Transcription
COG1594,Transcription
COG3941,General functional prediction only
COG5458,Function unknown
COG3223,Function unknown
COG0264,Translation
COG3579,Amino acid metabolism and transport
COG0265,"Post-translational modification, protein turnover, chaperone functions"
COG2988,Amino acid metabolism and transport
COG1448,Amino acid metabolism and transport
COG1445,Carbohydrate metabolism and transport
COG3572,Coenzyme metabolism
COG3571,General functional prediction only
COG3570,Defense mechanisms
COG1441,Coenzyme metabolism
COG1440,Carbohydrate metabolism and transport
COG3575,Function unknown
COG1442,Cell wall/membrane/envelope biogenesis
COG1625,Energy production and conversion
COG1624,Function unknown
COG1627,Function unknown
COG1626,Carbohydrate metabolism and transport
COG2938,Function unknown
COG1620,Energy production and conversion
COG1623,General functional prediction only
COG1622,Energy production and conversion
COG2935,"Post-translational modification, protein turnover, chaperone functions"
COG2936,General functional prediction only
COG2937,Lipid metabolism
COG1629,Inorganic ion transport and metabolism
COG2931,Secondary structure
COG2932,Transcription
COG2933,General functional prediction only
COG5056,Lipid metabolism
COG5588,Function unknown
COG5589,Function unknown
COG0344,Function unknown
COG5584,Function unknown
COG5585,Signal transduction
COG5586,Function unknown
COG5587,Function unknown
COG5580,"Post-translational modification, protein turnover, chaperone functions"
COG5581,Cell wall/membrane/envelope biogenesis
COG5582,Function unknown
COG5583,Function unknown
COG1455,Carbohydrate metabolism and transport
COG4198,Function unknown
COG4199,Function unknown
COG5349,Function unknown
COG5346,Function unknown
COG4195,General functional prediction only
COG4196,Function unknown
COG4197,Function unknown
COG4190,Transcription
COG4191,Signal transduction
COG5340,Transcription
COG5341,Function unknown
COG3407,Lipid metabolism
COG2801,Replication and repair
COG2802,General functional prediction only
COG3404,Amino acid metabolism and transport
COG3403,Function unknown
COG3085,Function unknown
COG3401,General functional prediction only
COG2807,Inorganic ion transport and metabolism
COG2808,Transcription
COG4357,Function unknown
COG4354,Carbohydrate metabolism and transport
COG3084,Function unknown
COG4352,Translation
COG4353,Function unknown
COG3409,Cell wall/membrane/envelope biogenesis
COG3408,Carbohydrate metabolism and transport
COG1949,RNA processing and modification
COG0523,General functional prediction only
COG3400,Function unknown
COG3869,Amino acid metabolism and transport
COG0127,Nucleotide metabolism and transport
COG0419,Replication and repair
COG3349,Function unknown
COG1131,Defense mechanisms
COG1133,Lipid metabolism
COG1132,Defense mechanisms
COG1135,Inorganic ion transport and metabolism
COG1134,Carbohydrate metabolism and transport
COG1137,General functional prediction only
COG1136,Defense mechanisms
COG1139,Energy production and conversion
COG0688,Lipid metabolism
COG5554,Secondary structure
COG1439,General functional prediction only
COG0522,Translation
COG0437,Energy production and conversion
COG4881,Function unknown
COG5018,General functional prediction only
COG1434,Function unknown
COG1596,Cell wall/membrane/envelope biogenesis
COG4656,Energy production and conversion
COG1435,Nucleotide metabolism and transport
COG1340,Function unknown
COG0525,Translation
COG1028,Lipid metabolism
COG0772,Cell cycle control and mitosis
COG1346,Cell wall/membrane/envelope biogenesis
COG5019,Cell cycle control and mitosis
COG1347,Energy production and conversion
COG2022,Coenzyme metabolism
COG2023,Translation
COG2020,"Post-translational modification, protein turnover, chaperone functions"
COG2021,Amino acid metabolism and transport
COG2026,Translation
COG2027,Cell wall/membrane/envelope biogenesis
COG2024,Translation
COG2025,Energy production and conversion
COG3659,Cell wall/membrane/envelope biogenesis
COG2028,Function unknown
COG2029,Function unknown
COG4963,Intracellular trafficing and secretion
COG0524,Carbohydrate metabolism and transport
COG4094,Function unknown
COG3847,Intracellular trafficing and secretion
COG0518,Nucleotide metabolism and transport
COG3322,Signal transduction
COG5039,Carbohydrate metabolism and transport
COG4978,Transcription
COG4074,Energy production and conversion
COG4972,Cell motility
COG4973,Replication and repair
COG4970,Cell motility
COG4976,General functional prediction only
COG4977,Transcription
COG2200,Signal transduction
COG4975,Carbohydrate metabolism and transport
COG3977,Amino acid metabolism and transport
COG3976,Function unknown
COG3975,General functional prediction only
COG3082,Function unknown
COG3973,General functional prediction only
COG3972,General functional prediction only
COG3971,Secondary structure
COG0515,General functional prediction only
COG0516,Nucleotide metabolism and transport
COG3979,General functional prediction only
COG3978,Function unknown
COG5629,Function unknown
